Company,Title,Role,Experience,Real Salary,Expected Salary,Education,Company Rating,Reviews of Company,Location,Skills,Link,Review Page of Company
P.S International HR Consultants ,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",5-7 Yrs ,Not disclosed,,"UG :B.Sc in Computers, Electronics, B.Tech/B.E. in Electronics/Telecommunication, Computers, BCA in ComputersPG :MCA in Computers, MS/M.Sc(Science) in Computers, Electronics, M.Tech in Electronics/Telecommunication, Computers",,,Mumbai,SQL ServerData ModelingGraph DatabasePythonModel Developmentcommunicationpresentationverbal,https://www.naukri.com/job-listings-data-scientist-p-s-international-hr-consultants-mumbai-5-to-7-years-120822001631,
Info Corporate Service,Lead / Team Lead - Data Science - R/ Python/ Hive/ Spark,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-8 Yrs ,Not disclosed,,UG :B.Tech/B.E. in ComputersPG :M.Tech in ComputersDoctorate :Doctorate Not Required,,,Mumbai,,https://www.naukri.com/job-listings-lead-team-lead-data-science-r-python-hive-spark-info-corporate-service-mumbai-4-to-8-years-100822911126,
Huquo Consulting Pvt. Ltd,Data Scientist - Power BI/Tableau,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",2-7 Yrs ,Not disclosed,,"UG :B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any SpecializationPG :Any Postgraduate",,,Mumbai,Power BITableauSPSSGAMSGoogle AnalyticsSASCPLEXR,https://www.naukri.com/job-listings-data-scientist-power-bi-tableau-huquo-consulting-pvt-ltd-mumbai-2-to-7-years-100822910494,
Career Infosystem,Data Scientist - Business Intelligence,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-8 Yrs ,Not disclosed,,"UG :BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any SpecializationPG :Any PostgraduateDoctorate :Doctorate Not Required",,,"Chennai, Bangalore/Bengaluru",Business IntelligenceNoSQL databasesSQLTensorflowNoSQLData ScientistCloudNumpy,https://www.naukri.com/job-listings-data-scientist-business-intelligence-career-infosystem-chennai-bangalore-bengaluru-3-to-8-years-230822906480,
MNR Solutions Pvt Ltd,Data Scientist - Retail & Fashion,"['RoleData Scientist', 'Industry TypeRetail', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",7-12 Yrs ,Not disclosed,,"UG :Any GraduatePG :MCM in Computers and Management, M.Tech in Computers, MS/M.Sc(Science) in Maths, Physics, Computers, Statistics, MCA in Computers, M.A in Maths, StatisticsDoctorate :Doctorate Not Required",,,Bangalore/Bengaluru,SparkData SciencePredictive ModelingData ScientistArtificial IntelligenceData ManagementBig DataData Analytics,https://www.naukri.com/job-listings-data-scientist-retail-fashion-mnr-solutions-pvt-ltd-bangalore-bengaluru-7-to-12-years-230822906150,
TalentStack,Data Scientist - SQL/Python/Machine Learning Algorithms,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",1-4 Yrs ,Not disclosed,,"UG :B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any SpecializationPG :Any PostgraduateDoctorate :Doctorate Not Required",,,Bangalore/Bengaluru,PythonData SciencePredictive ModelingJavaRData ScientistData MiningData Analytics,https://www.naukri.com/job-listings-data-scientist-sql-python-machine-learning-algorithms-talentstack-bangalore-bengaluru-1-to-4-years-230822906045,
Talent Leads HR Solutions Pvt Ltd,Data Scientist - Analytics Development,"['RoleData Scientist', 'Industry TypeAnalytics / KPO / Research', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",10-15 Yrs ,Not disclosed,,"UG :B.Sc in Statistics, B.A in Statistics, B.Tech/B.E. in Any SpecializationPG :Any PostgraduateDoctorate :Doctorate Not Required",,,Bangalore/Bengaluru,Analytics Developmentdata cleansingRstatistical model developmentmachine learningPython,https://www.naukri.com/job-listings-data-scientist-analytics-development-talent-leads-hr-solutions-pvt-ltd-bangalore-bengaluru-10-to-15-years-230822904994,
WINNING EDGE,Data Scientist-NLP,"['RoleData Scientist', 'Industry TypePharmaceutical & Life Sciences', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",10-15 Yrs ,Not disclosed,,"UG :B.Tech/B.E. in Computers, B.Sc in Computers, BCA in ComputersPG :Any PostgraduateDoctorate :Doctorate Not Required",,,Bangalore/Bengaluru,,https://www.naukri.com/job-listings-data-scientist-nlp-edge-bangalore-bengaluru-10-to-15-years-220822908452,
Connectpro Management Consultants Pvt Ltd.,Data Scientist,"['RoleData Scientist', 'Industry TypeRecruitment / Staffing', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",10-15 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Ph.D/Doctorate in Any Specialization,,,Bangalore/Bengaluru,,https://www.naukri.com/job-listings-data-scientist-connectpro-management-consultants-pvt-ltd-bangalore-bengaluru-10-to-15-years-220822907266,
Huquo Consulting Pvt. Ltd,Data Scientist - Analytics,"['RoleData Scientist', 'Industry TypeAnalytics / KPO / Research', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",7-12 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,"Gurgaon/Gurugram, Bangalore/Bengaluru",Data SciencePredictive ModelingData ScientistData ManagementStatistical ModelingData ModelingData AnalyticsStatistics,https://www.naukri.com/job-listings-data-scientist-analytics-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-7-to-12-years-220822902644,
CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L  IMITED,"Data Scientist- Pyspark, ML, Predictive Modelling- (4-10 years)",,4-9 Yrs ,Not disclosed,,,,,"Gurgaon/Gurugram, Bangalore/Bengaluru",machine learningPythonPysparkRegressionMachine Learning Algorithms,https://www.naukri.com/job-listings-data-scientist-pyspark-ml-predictive-modelling-4-10-years-crescendo-global-leadership-hiring-india-private-l-imited-gurgaon-gurugram-bangalore-bengaluru-4-to-9-years-220822001944,
Multi Recruit   ,Lead Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']","30,00,000 - 45,00,000 PA. ","30,00,000 - 45,00,000 PA.",,UG :B.Tech/B.E. in Any Specialization,,,Bangalore/Bengaluru(WFH during Covid),,https://www.naukri.com/job-listings-lead-data-scientist-multi-recruit-bangalore-bengaluru-5-to-9-years-220822000931,
Aliqan Services,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-7 Yrs ,"15,00,000 - 25,00,000 PA.",,"UG :Any Graduate, B.Tech/B.E. in Any Specialization",,,Bangalore/Bengaluru,Good Communication In EnglishPySparkTeam Handling SkillsStakeholder ManagementSQLMSFT PowerpointExcelPython,https://www.naukri.com/job-listings-data-scientist-aliqan-services-private-limited-bangalore-bengaluru-4-to-7-years-040822002192,
Paxcom India,Data Scientist - NLP,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",2-6 Yrs ,"10,00,000 - 18,00,000 PA.",Avg. Salary - ₹9.7 Lakhs,UG :B.Tech/B.E. in Any Specialization,,(31 Reviews),"Gurgaon/Gurugram, Delhi / NCR",,https://www.naukri.com/job-listings-data-scientist-nlp-paxcom-india-pvt-ltd-gurgaon-gurugram-delhi-ncr-2-to-6-years-230822007126,https://www.ambitionbox.com/reviews/paxcom-india-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri
Buckman,Data Scientist,"['RoleData Scientist', 'Industry TypePetrochemical / Plastics / Rubber', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-8 Yrs ,Not disclosed,Avg. Salary - ₹10.6 Lakhs,UG :Any GraduatePG :Any Postgraduate,,(2 Reviews),Chennai,,https://www.naukri.com/job-listings-230622501054,https://www.ambitionbox.com/reviews/buckman-laboratories-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri
Latent view,Data Scientist,"['RoleData Scientist', 'Industry TypeManagement Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-5 Yrs ,Not disclosed,Avg. Salary - ₹10.1 Lakhs,UG :Any GraduatePG :Any Postgraduate,,(76 Reviews),Chennai,Web analyticsGCPbig data analyticsArtificial IntelligenceFocusMachine learningCustomer retentionHealthcare,https://www.naukri.com/job-listings-data-scientist-latent-view-chennai-3-to-5-years-200822501054,https://www.ambitionbox.com/reviews/latentview-analytics-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri
Sigma Aldrich,Lead Data Scientist/Engineer,"['RoleData Scientist', 'Industry TypeMiscellaneous', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-6 Yrs ,Not disclosed,,UG :Any GraduatePG :Any Postgraduate,,(15 Reviews),Bangalore/Bengaluru,Computer scienceData analysisSimulationNeural networksMySQLJavascriptApplication developmentData mining,https://www.naukri.com/job-listings-lead-data-scientist-engineer-sigma-aldrich-bangalore-bengaluru-3-to-6-years-080722502362,https://www.ambitionbox.com/reviews/sigma-aldrich-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri
Yo HR Consultancy,Principal Data Scientist - Machine Learning,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-9 Yrs ,Not disclosed,,"UG :BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any SpecializationPG :Any PostgraduateDoctorate :Doctorate Not Required",,,Bangalore/Bengaluru,Machine LearningJuliaanalyticalcommunicationPythondata visualizationRData Scientist,https://www.naukri.com/job-listings-principal-data-scientist-machine-learning-yo-hr-consultancy-bangalore-bengaluru-4-to-9-years-070822901108,
KARYA CONSULTANTS PRIVATE LIMITED,Data Scientist_ 2+ years,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",2-6 Yrs ,Not disclosed,,UG :Any Graduate,,,Bangalore/Bengaluru,big dataAzureTableausparkSpotfirePower BIQlikhive,https://www.naukri.com/job-listings-data-scientist-2-years-karya-consultants-private-limited-bangalore-bengaluru-2-to-6-years-060722604543,
RARR Technologies ,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-6 Yrs ,Not disclosed,,UG :Any GraduatePG :Any Postgraduate,,,Bangalore/Bengaluru,machine learningIT SkillsPythonTestingClouddata scienceTest managementData collection,https://www.naukri.com/job-listings-data-scientist-rarr-technologies-bangalore-bengaluru-4-to-6-years-060722502129,
Career Maker,Senior Manager/Operations Research Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",5-10 Yrs ,Not disclosed,,"UG :Any GraduatePG :Any PostgraduateDoctorate :Ph.D/Doctorate in Statistics, Computers",,,Bangalore/Bengaluru,Machine LearningRXPRESSAMPLCPLEXMoselGurobiMatlab,https://www.naukri.com/job-listings-senior-manager-operations-research-scientist-career-maker-bangalore-bengaluru-5-to-10-years-050822903912,
Shell,AI Resident - Data Scientist,"['RoleData Scientist', 'Industry TypePetrochemical / Plastics / Rubber', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-4 Yrs ,Not disclosed,Avg. Salary - ₹21 Lakhs,"UG :Any GraduatePG :MS/M.Sc(Science) in Maths, Physics, Statistics, Computers, MCA in Computers, M.Tech in Computers, M.A in Maths, Statistics, MCM in Computers and ManagementDoctorate :Ph.D/Doctorate in Statistics, Physics, Computers, Maths",,(1195 Reviews),Bangalore/Bengaluru,Pythondeep learningtensorflowdata sciencepredictive analyticskerasstatistical modelingartificial intelligence,https://www.naukri.com/job-listings-ai-resident-data-scientist-shell-india-markets-private-limited-bangalore-bengaluru-3-to-4-years-040822904399,https://www.ambitionbox.com/reviews/shell-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri
FUTURES AND CAREERS,data science(R),"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-9 Yrs ,Not disclosed,,UG :Any Graduate,,,Bangalore/Bengaluru,data scienceExcelR codeIT Skills,https://www.naukri.com/job-listings-data-science-r-futures-and-careers-bangalore-bengaluru-4-to-9-years-040822602709,
BRIJ HR SOLLUTIONS  ,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']","18,00,000 - 32,50,000 PA. ","18,00,000 - 32,50,000 PA.",,UG :Any Graduate,,,Remote,StatSparkPythonJavacommunicationAWSScalaIT Skills,https://www.naukri.com/job-listings-data-scientist-brij-hr-sollutions-bangalore-bengaluru-2-to-4-years-040822007932,
Mango Sciences,"Knowledge Graph , Data Scientist","['RoleData Scientist', 'Industry TypeMedical Services / Hospital', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-5 Yrs ,Not disclosed,,UG :Any GraduatePG :Any Postgraduate,,,Bangalore/Bengaluru,Computer sciencePharmaAnalyticalMachine learningAgileHealthcareLife sciencesOperations,https://www.naukri.com/job-listings-knowledge-graph-data-scientist-mango-sciences-bangalore-bengaluru-3-to-5-years-040722501217,
Mango Sciences,"Deep Learning , Data Scientist","['RoleData Scientist', 'Industry TypeMedical Services / Hospital', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-5 Yrs ,Not disclosed,,UG :Any GraduatePG :Any Postgraduate,,,Bangalore/Bengaluru,Computer sciencePharmaAnalyticalMachine learningAgileHealthcareLife sciencesOperations,https://www.naukri.com/job-listings-deep-learning-data-scientist-mango-sciences-bangalore-bengaluru-3-to-5-years-040722501216,
Shell,Data Scientist - Marketing Analytics,"['RoleData Scientist', 'Industry TypePetrochemical / Plastics / Rubber', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-9 Yrs ,Not disclosed,Avg. Salary - ₹21 Lakhs,"UG :B.Tech/B.E. in Any Specialization, B.Sc in Maths, Statistics, B.A in Economics, Statistics, MathsPG :Any Postgraduate",,(1195 Reviews),"Chennai, Bangalore/Bengaluru",Marketing Analyticsfactor analysispythondata scienceneural networksmachine learningmultivariate analysisreinforcement learning,https://www.naukri.com/job-listings-data-scientist-marketing-analytics-shell-india-markets-private-limited-chennai-bangalore-bengaluru-4-to-9-years-030822910070,https://www.ambitionbox.com/reviews/shell-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri
